5,510,2
448,23,2
407,117,3
5,506,10
393,56,7
396,38,7
421,37,7
453,25,7
437,101,10
34,269,13
5,268,15
12,360,19
52,193,17
60,165,17
44,735,18
85,649,30
110,258,21
120,231,35
62,379,26
96,201,31
32,351,24
58,348,38
90,702,31
26,413,22
43,311,28
55,653,22
67,186,21
146,277,21
14,398,24
9,454,24
19,429,29
116,671,28
3,351,24
26,379,23
49,220,23
79,242,23
5,252,24
24,734,25
47,134,28
118,767,25
148,241,24
80,374,31
135,492,27
143,336,28
177,636,36
412,47,30
133,264,31
146,278,26
166,371,30
403,51,26
54,650,31
81,242,27
119,419,30
144,140,32
29,223,28
66,695,41
78,209,32
38,663,31
125,625,50
150,271,47
63,762,32
73,663,34
106,387,36
123,476,32
124,444,31
146,648,45
124,357,44
139,527,43
149,483,38
149,243,31
147,591,31
151,760,32
152,560,31
157,502,36
157,288,34
396,48,31
27,763,34
46,212,32
147,182,32
160,111,33
178,129,33
5,281,35
140,112,33
159,315,33
162,444,39
190,278,33
8,348,40
17,367,41
103,367,37
175,605,35
201,239,39
53,673,42
98,625,35
97,791,40
124,326,38
123,762,40
159,620,40
194,300,40
203,495,39
12,454,36
165,466,37
173,218,37
199,121,38
45,238,42
107,414,42
192,354,43
244,97,44
244,254,37
264,349,37
170,321,51
158,699,41
179,560,42
198,70,38
41,501,40
159,338,43
179,431,40
184,584,40
191,384,39
217,373,39
123,299,41
144,383,54
208,216,44
210,141,40
242,664,43
411,36,40
4,279,41
30,266,54
46,605,42
61,219,46
76,711,42
156,728,46
234,724,45
265,351,48
53,311,43
77,314,48
81,247,49
150,760,43
189,153,50
196,531,48
205,462,42
207,162,50
198,194,60
266,478,55
125,254,52
140,325,47
149,219,43
153,560,43
196,281,48
191,626,43
194,122,52
204,658,48
217,371,50
218,55,43
232,450,50
234,150,43
267,437,44
292,72,49
294,53,43
1,279,44
46,395,50
69,195,45
114,650,50
118,675,44
172,769,47
215,714,50
247,486,44
273,585,44
7,254,45
21,712,46
36,106,48
167,287,46
178,394,48
184,243,52
192,384,46
237,118,45
242,624,45
243,745,45
249,510,45
258,136,47
264,105,46
262,272,46
321,99,50
80,804,49
115,801,47
200,712,46
207,77,52
212,253,55
255,333,59
29,745,49
37,705,55
121,145,47
133,406,55
149,542,62
165,120,47
190,590,51
234,193,47
242,353,56
266,787,53
279,172,54
288,597,49
298,285,48
162,786,48
176,719,55
194,629,57
235,630,68
245,279,51
298,191,52
8,488,49
179,464,58
250,370,52
273,764,55
288,772,49
291,339,54
299,312,53
321,227,59
113,397,56
220,526,58
249,435,60
273,428,55
306,430,52
316,252,69
402,51,52
5,258,51
14,214,51
48,771,51
137,727,55
146,300,59
197,96,51
209,511,56
234,572,59
238,155,53
245,305,58
244,745,51
292,103,51
313,206,58
316,158,66
12,633,58
115,691,58
127,714,52
133,367,65
228,475,52
242,671,59
281,306,52
305,670,54
307,793,52
306,739,55
333,488,55
417,48,52
421,60,52
103,837,56
98,776,57
124,310,58
243,653,58
283,739,60
307,692,53
363,219,54
61,232,63
184,215,60
183,339,54
235,67,60
295,756,55
319,375,61
5,295,55
26,398,56
80,720,59
155,137,56
199,94,61
252,117,61
263,103,57
274,121,59
12,655,56
140,674,56
190,398,61
214,599,65
227,701,64
320,317,61
337,292,59
346,687,60
7,429,62
101,571,57
125,500,63
145,521,65
159,587,67
185,520,66
207,289,79
246,143,64
24,186,64
33,877,60
124,582,61
160,784,61
180,341,77
229,475,64
289,592,64
300,126,58
299,144,71
354,554,75
6,398,63
97,340,69
238,197,76
254,52,62
256,206,63
282,535,69
319,708,69
339,716,63
334,737,63
3,337,61
52,720,62
62,401,61
90,584,60
134,697,64
199,270,67
220,179,74
233,728,60
266,352,60
276,285,64
307,70,62
384,633,60
59,801,63
120,563,66
229,431,81
252,32,61
311,641,65
307,298,67
338,418,65
346,195,65
29,395,66
93,297,69
115,660,67
124,341,62
130,476,72
145,664,70
152,722,69
162,255,76
199,663,66
206,166,67
210,685,65
217,368,63
217,655,78
230,336,62
261,229,69
269,440,70
292,398,68
299,233,68
332,351,73
352,643,72
371,228,66
390,693,66
72,417,68
82,651,67
79,849,63
107,888,64
152,834,63
250,742,69
279,372,70
300,658,74
291,204,65
306,414,68
324,772,75
321,482,80
325,195,70
403,240,67
47,344,64
91,342,90
158,315,71
193,305,69
264,662,65
292,84,69
310,799,65
365,704,70
367,357,82
370,683,71
372,400,69
385,439,68
392,413,77
392,667,65
78,310,70
79,675,68
117,787,65
146,743,65
236,538,65
237,385,66
273,603,65
283,165,72
352,582,71
371,459,69
386,633,65
414,324,68
23,417,67
31,358,69
148,488,66
301,355,70
389,479,66
416,597,67
434,173,68
32,324,81
122,749,69
217,747,68
219,267,78
285,699,69
343,687,73
361,661,69
437,494,69
81,461,71
88,734,74
149,571,74
160,786,68
183,785,74
190,243,84
252,607,73
307,334,89
307,565,70
371,566,68
377,599,69
418,660,68
26,274,77
52,717,69
68,291,70
72,709,74
119,691,69
118,314,70
127,588,69
164,692,70
194,620,75
218,243,79
206,146,71
290,301,72
365,420,69
381,271,73
388,631,69
390,254,76
437,341,79
440,374,74
460,325,76
474,691,69
94,422,73
132,195,78
145,493,76
144,745,75
