656,199,478
432,182,451
343,429,483
552,731,501
605,573,501
406,192,432
295,92,460
248,83,457
239,89,472
906,97,466
912,115,466
696,413,466
333,310,502
237,434,495
439,202,468
441,310,478
426,410,463
746,181,477
699,323,508
279,642,507
609,79,438
312,338,461
554,551,504
604,276,478
308,180,465
644,456,482
514,175,424
224,166,466
701,385,515
353,741,498
708,283,473
720,122,484
655,320,437
728,42,434
409,60,472
739,339,475
732,321,475
747,306,484
483,827,538
448,177,484
694,515,484
658,505,481
257,321,517
243,127,492
595,559,532
583,245,424
205,141,472
164,463,461
542,177,476
632,685,514
827,96,499
380,771,571
360,316,462
747,54,419
645,634,516
246,73,470
205,293,461
575,219,440
234,439,514
70,317,458
153,331,476
423,886,537
338,679,517
651,44,481
34,376,490
196,115,457
326,420,492
379,390,456
312,608,507
685,473,518
294,559,506
266,248,445
759,25,469
797,51,509
104,218,431
550,204,461
507,647,520
634,16,414
469,214,468
322,201,459
389,34,406
