440,360,528
105,763,517
260,580,522
594,861,519
790,519,513
66,537,498
242,852,549
633,317,511
530,846,571
267,561,501
542,335,462
107,785,508
838,131,452
632,844,514
640,172,438
418,664,495
433,316,435
320,389,489
664,246,431
74,674,498
170,625,508
354,385,484
439,835,541
530,889,563
98,606,521
378,482,514
534,354,508
655,594,521
527,869,525
373,905,569
667,543,518
663,564,521
622,149,457
760,474,514
618,519,527
100,558,513
644,543,493
158,527,519
391,639,514
404,390,478
753,363,446
634,708,514
612,476,511
437,428,477
557,225,423
100,566,503
90,613,493
767,557,501
642,497,480
719,542,529
861,239,506
491,719,576
352,367,459
631,389,517
583,432,535
64,775,508
223,500,502
68,753,512
571,115,419
