769,223,309
480,199,291
630,109,303
734,78,291
544,553,220
699,641,202
687,336,232
360,141,217
180,153,144
276,347,148
356,403,227
220,204,238
327,16,244
292,321,273
560,852,286
627,685,303
570,676,230
773,841,239
785,849,248
658,656,227
398,635,224
745,416,254
695,370,254
541,907,224
533,863,218
751,500,224
506,732,203
230,599,173
724,462,314
534,164,306
720,845,213
678,902,268
182,131,168
335,660,170
551,868,175
214,819,182
331,307,183
242,343,193
675,646,196
177,351,197
392,754,202
662,180,209
762,767,232
740,288,238
598,689,242
462,403,246
377,805,247
856,841,248
766,658,249
577,679,250
311,341,253
680,272,261
575,296,260
537,289,266
620,835,265
441,399,274
471,294,278
661,807,294
449,57,295
581,442,304
714,696,300
692,722,314
711,837,321
660,461,291
