314,74,449
357,384,449
396,381,449
176,156,429
103,179,410
569,299,410
204,372,422
636,326,428
413,659,452
470,99,452
172,78,452
114,221,452
518,194,452
819,655,452
321,378,452
263,333,441
399,410,441
284,52,441
105,160,441
114,274,441
775,532,441
256,185,438
124,92,476
205,248,476
359,182,476
810,512,476
276,736,476
338,402,476
407,541,476
529,344,476
676,303,476
173,54,476
366,216,458
193,68,458
894,725,433
901,706,433
347,77,433
429,135,414
95,160,414
498,276,414
464,331,392
427,185,392
281,52,392
147,61,373
119,38,373
247,31,373
595,336,454
458,400,454
707,570,473
337,195,498
229,275,498
194,100,498
606,204,504
666,449,533
508,807,576
61,799,600
429,686,583
187,598,583
313,692,583
915,729,562
342,584,562
454,805,562
161,464,562
225,680,562
184,679,556
171,415,556
75,769,551
350,606,551
229,692,464
851,718,464
433,258,464
444,243,464
358,119,450
292,803,621
547,883,621
102,716,612
347,751,612
68,861,606
146,830,606
345,868,606
495,840,606
381,711,603
265,848,603
86,702,603
228,799,609
280,720,609
380,744,609
457,761,591
316,568,582
169,514,582
89,827,582
106,844,582
443,706,578
280,749,578
459,862,572
115,665,572
409,656,563
213,409,563
266,660,563
221,366,552
125,843,563
436,853,563
827,674,457
791,713,457
168,417,457
285,528,447
619,445,520
887,563,520
148,813,520
154,300,520
555,323,520
724,579,520
758,457,508
495,169,508
297,656,508
586,352,508
849,539,500
851,645,500
156,560,500
630,369,506
612,428,506
824,530,484
801,605,484
570,402,484
314,244,484
126,235,484
458,235,484
169,685,513
136,120,513
630,406,513
646,506,513
858,655,482
430,305,482
632,306,482
403,391,482
427,543,482
400,696,462
509,825,468
589,416,481
943,701,481
157,383,554
919,730,539
180,375,539
165,819,539
176,100,508
505,298,508
769,549,508
152,794,508
457,275,520
894,481,529
204,292,529
182,171,529
779,399,529
857,485,532
636,388,532
204,201,529
819,600,520
547,298,511
61,202,511
619,217,508
176,142,508
378,171,508
71,107,508
177,263,508
742,557,508
924,854,490
473,76,490
228,551,490
571,456,490
773,606,490
173,730,490
397,633,496
536,418,496
190,797,496
363,587,523
401,578,526
838,568,526
251,277,535
681,473,535
789,505,535
168,771,556
403,699,556
814,596,556
214,601,556
159,694,556
772,565,556
835,663,559
230,659,568
845,692,571
841,630,559
600,227,494
745,461,494
381,26,494
389,220,466
139,65,466
427,465,466
772,683,466
658,383,466
876,767,466
343,284,470
503,252,470
417,582,470
440,297,496
116,201,458
841,762,446
811,721,446
741,487,446
736,575,434
803,684,434
495,114,434
153,215,403
613,348,403
296,136,403
352,103,403
492,246,394
256,67,394
175,95,373
251,170,376
302,185,376
210,31,388
266,239,388
532,314,384
90,33,384
74,89,384
419,315,393
310,53,399
275,73,399
658,443,395
74,193,398
467,400,398
496,419,398
123,262,404
122,302,404
696,541,404
649,519,404
415,390,404
292,45,407
481,451,410
666,563,410
219,351,410
251,388,410
372,432,410
581,464,410
238,253,415
544,517,415
685,575,415
66,78,425
117,57,425
505,295,425
809,660,425
830,668,425
587,592,425
463,511,431
480,517,431
135,78,431
477,161,431
503,175,431
705,508,431
557,470,431
421,559,431
157,303,434
210,330,437
471,632,453
481,653,453
360,48,453
866,750,453
424,593,436
133,259,445
69,73,451
588,311,454
400,246,454
346,211,454
215,246,454
601,837,463
929,796,463
213,706,469
387,762,469
793,701,469
815,636,469
222,265,477
467,499,477
830,756,477
806,721,477
919,732,474
464,859,474
320,603,474
219,659,480
346,108,480
427,47,480
460,128,482
509,101,497
752,538,497
260,141,373
342,173,391
630,389,486
85,76,435
600,337,435
543,835,538
268,186,526
74,136,526
149,71,508
36,811,502
159,804,496
653,241,475
842,704,434
577,574,420
669,604,414
90,165,385
332,212,378
155,134,526
153,107,526
199,117,500
485,168,500
314,195,500
359,174,500
607,345,500
628,485,500
685,405,500
165,386,500
126,268,500
152,257,500
278,666,500
253,548,500
201,601,500
236,600,500
163,640,500
340,381,500
717,509,500
424,801,500
257,865,500
261,743,500
388,663,500
402,879,500
468,759,500
507,329,524
559,360,524
367,213,524
184,283,524
