738,912,245
678,826,245
710,870,241
786,478,233
637,513,266
599,674,254
694,875,255
702,889,255
646,697,253
222,16,261
139,42,261
148,89,261
34,85,281
356,66,281
208,215,252
905,437,259
269,321,248
189,308,253
664,756,245
364,95,249
329,77,258
300,16,258
313,346,270
321,16,280
343,16,280
443,186,274
355,304,274
396,335,271
567,435,265
560,605,232
518,217,240
589,479,250
655,477,250
670,425,250
789,334,250
670,394,250
603,298,250
200,273,250
193,201,250
449,324,248
620,400,248
564,605,248
540,179,253
503,517,253
700,385,253
764,408,253
487,404,256
454,425,256
353,119,256
296,182,256
275,200,256
343,237,256
296,255,256
373,259,256
661,284,259
574,207,259
495,434,259
163,218,259
151,248,259
399,287,264
465,388,264
591,299,264
587,278,264
642,350,264
673,486,264
564,579,264
652,599,264
627,483,264
385,404,268
414,426,268
567,264,268
531,230,268
419,339,268
80,220,268
114,109,268
160,47,268
199,99,268
96,110,268
290,154,268
302,317,271
405,356,271
426,293,271
431,228,275
239,252,275
20,220,275
333,88,281
461,189,272
468,365,266
422,69,265
289,123,262
491,243,239
487,260,239
503,293,239
425,434,239
467,369,239
627,484,239
610,618,235
742,526,235
704,896,235
307,219,257
480,295,261
466,342,261
510,455,261
271,220,261
596,545,254
750,457,244
752,508,244
785,398,249
487,454,265
510,287,268
532,191,264
365,385,269
152,207,269
503,244,269
320,256,257
661,879,226
400,359,244
689,567,244
575,241,258
513,478,258
643,376,249
726,409,249
751,389,249
564,499,244
648,523,239
189,16,272
724,912,237
115,126,271
398,377,245
119,82,274
579,511,252
602,613,257
602,410,257
568,172,239
646,576,250
583,448,256
749,427,253
729,502,253
595,586,252
700,488,255
698,537,246
674,542,252
728,347,255
717,556,247
648,508,252
884,468,244
622,502,260
633,745,247
651,249,261
634,588,252
730,457,251
681,586,257
657,329,262
633,317,259
762,319,253
659,463,258
868,425,254
637,425,252
655,393,256
502,214,271
708,524,247
381,392,238
646,643,257
694,520,255
486,171,270
648,681,258
284,293,271
655,676,225
724,526,259
273,37,257
616,569,262
888,412,259
217,252,275
314,90,254
543,414,267
469,473,264
744,422,230
436,219,242
575,351,263
322,105,277
555,486,256
240,181,277
512,398,265
408,92,278
104,252,254
556,193,236
547,546,267
617,423,233
612,350,269
397,43,260
464,217,276
248,121,281
247,66,265
661,417,251
628,710,253
886,431,249
471,160,272
738,318,259
472,316,271
353,374,268
405,68,277
793,509,241
386,105,276
429,403,264
358,127,278
331,278,272
173,131,254
130,256,277
391,325,258
474,280,273
792,367,261
300,340,257
700,477,229
645,441,266
567,192,265
579,321,236
493,352,240
829,425,231
463,192,247
622,283,262
500,380,262
599,314,270
444,436,270
582,335,258
530,462,265
562,231,268
675,629,258
406,220,252
677,402,260
305,183,260
667,783,230
352,198,244
228,165,272
206,34,258
95,124,286
667,375,243
854,449,219
653,329,232
685,545,222
378,141,261
93,185,251
368,169,248
112,60,260
468,174,248
234,193,248
262,80,253
132,192,267
534,510,232
536,201,244
416,212,240
715,452,232
434,449,241
591,535,234
230,306,243
117,233,280
502,192,234
200,257,267
622,721,218
643,383,239
431,213,263
541,213,259
627,500,225
367,367,255
456,254,260
115,187,274
394,364,257
816,369,225
256,151,270
97,245,279
